areaServicioDescripcion,observaciones
Arbolado Urbano,Vecina informa que le extrajimos una mora y un platano hace varios años y le recortamos las raices de otro platano en la esquina. Pide la reparación de la vereda por ambas calles de la esquina de Rodriguez Peña y San Lorenzo.
Alumbrado,LADISLAO MARTINEZ 1113 MARTINEZ HACE 1 SEMANA SIN LUZ NO PRENDEN LOS DOS.
Arbolado Urbano,"Del lado del arsenal ipiranga 268
3/2 liberar luminarias "
Alumbrado,cada vez que llueve se llena de agua y se quema la fotocelula porque no desagota
Arbolado Urbano,"extracción de árbol muerto tiene un hueco, se esta descascarando, esta seco.
INFORME TECNICO CAROLINA 29/1/25: El ejemplar del pedido se encuentra vivo y no requiere intervención. "
Alumbrado,apagada completa. dice que está toda la cuadra sin luz. 
Arbolado Urbano,"corresponde ipiranga 238 del lado del arsenal
INFORME TECNICO GIANA 7/2/25: liberar luminaria. lado arsenal"
Arbolado Urbano,VECINO QUE LLAMA POR RAICES QUE QUEDARON DE UNA ARBOL DONDE LO SACARON SI BIEN LA EMPRESA QUE LO HIZO DEJO UN POZO A LOS COSTADOS DONDE ESTA SEÑALIZADO.AYER HUBO UN INCONVENIENTE CON NIÑO QUE SE METIO LOS PIES EN ESE POZO Y EL VECINO TUVO INCONVENIENTES CON EL PAPA. PIDE POR FAVOR QUE SEÑALICEN EL LUGAR O SAQUEN DIRECTAMENTE LAS RAICES Y LO TAPEN (CORRIENTES 1482 MARTINEZ.)
Arbolado Urbano,"corresponde frente lado arsenal 208
3/2 liberar luminaria "
Arbolado Urbano,"corresponde del lado arsenal 176 frente y encendida de dia
INFORME TECNICO GIANNA 7/2/25: liberar luminaria. lado arsenal"
Arbolado Urbano,"frente 150 del lado del arsenal
INFORME TECNICO GIANNA 7/2/25: liberar luminaria. lado arsenal"
Higiene Urbana,ya van 2 martes que no retiran. 
Obras Públicas,"Vecina informa sobre acumulacion de aguas en la vereda impar frente a su domicilio ubicado en F.L.Beltran 1278, adjunta imagenes"
Higiene Urbana,Por favor regularicen el barrido la vecina esta cansada de tener que presentar quejas
Obras Públicas,Vecina solicita limpieza (por acumulación de aguas) en obra de pavimentación realizada por el municipio.
Arbolado Urbano,"La vecina Alejandra Montenegro solicita el pedido de poda del árbol ubicado en su domicilio Capitán Juan de San Martín 1919. Nos informa que desde el 2023 aun no pido ser llevado acabo la misma.

info gianna 24/2 : Refaleo , eliminacion de interferencia en la propiedad "
Higiene Urbana,"Vecina se acerca personalmente alterada, nerviosa  a la Delegación de villa adelina, informando que el servicio de barrido no pasa como corresponde hace 5 meses como corresponde por su cuadra,  informa que esta mañana en el dia de la fecha 23/1/2025  fue una cuadrilla de barrido a su cuadra y domicilio. Observó que estaban sacando fotos de como estaba la cuadra con barrenderos. Cuando ella se acercó a querer hablar con el supervisor, para indicarle que el servicio hace 5 meses no pasaba como corresponde, informa que primero a través de burlas no le quería brindar sus datos siendo supervisor, y después en forma de amenaza el le empieza a pedir los datos a la vecina, también manifiesta que en forma de amenaza el supervisor ""Acosta"" una vez que le brinda su nombre y apellido, le empieza a decir que si esa era su dirección de domicilio. Después de todo lo sucedido informa la vecina que el supervisor Acosta agarro toda la cuadrilla y se fueron a otra cuadra. Dirección: Los Paraísos 1141. Entre: Manuelita Rosas Y J. V. Gonzalez"
Arbolado Urbano,"vecino reclama extracion de arbol seco 
INFORME ING.SENCIO 4/2/25: seco. extracción sobre vereda golf"
Arbolado Urbano,"Extraccion de arbol seco. 
INFORME ING. SENCIO 4/2/25: seco. extracción sobre vereda golf"
CLIBA (Higiene Urbana),VECINO SOLICITA RETIRO DE BOLSON DE ESCOMBROS
Alumbrado,apagado completo hace dos dias
Arbolado Urbano,las raíces le levantan la vereda. 
Higiene Urbana,VECINA INFORMA QUE BARRIDO NO PASA POR LA ZONA HACE MESES
Arbolado Urbano,"hace 4 años atras le realizaron el raleo de raices y se ve que quedaron raices porque le rompio toda la vereda le levanto del lado del garage y no se puede abrir el porton le rompio la vereda y adentro de la casa hay ramas de al rededor de 20 cm de diametro anteriormente dice que hizo un reclamo el cual hoy en dia no figura en ningun lado por favor pide que le resuelvan este problema ya que paga sus impuestos como tiene que ser y lo minimo que pide es que le retribuyan el servicio por el que paga  
la direccion en donde esta el arbol  es juncal 234"
Higiene Urbana,VECINA SOLICITA LIMPIEZA DE SUMIDERO DE MANERA URGENTE
Obras Públicas,bache rellenado con escombros
Higiene Urbana,"les dejo un foto de la situación q tenemos en toda la cuadra el barrendero no pasa ,si pasa como podran ver no limpia esta toda la cuadra en total abandono "
CLIBA (Higiene Urbana),#7358241 aparece cumplido. Esta ramas están frente a la casa del diputado Espert
Alumbrado,las dos luminaria de la cuadra están prendidas todo el dia
Higiene Urbana,"Falta de barrido Copello, esquina Laprida"
Higiene Urbana,"Falta de barrido, America esq. Alsina"
Arbolado Urbano,"ficus muy grande las ramas entran por la ventana, se enreda con cables y toca el techo de la casa
info caro 14/2:  Poda de despeje"
Alumbrado,Apagada vereda y calzada
Arbolado Urbano,I NFORME TECNICO ROMINA 23/1/25: LIBERACION DE LUMINARIAS. Varias ramas quebradas sueltas y otras secas. Poda de limpieza y ELIMINACION DE INTERFERENCIAEN LUMINARIA Y FRENTE
Arbolado Urbano,"Esquina de dorrego y avenida fondo de la legua el árbol con presencia en la vereda esta destruyendo la calle y la vereda. No permite la circulación para personas con movilidad reducidas (teniendo el barrio una población mayor alta) Se precisa retiro de árbol, poda de árbol, mejoramiento de vereda, relevamiento del mismo, señalización en la calle para evitar accidentes o lo que se considere necesario para que los vecinos noten la presencia municipal en el tema y la pronta/futura/posible solución, "
Alumbrado,"Apagada, reparar para evitar siniestro"
Higiene Urbana,Vecina informa que el servicio de barrido no pasa como corresponde por su cuadra que hay agua estancada en los cordones de su cuadra. Dirección: Batalla la Florida 1197 Esquina Los Plátanos
Higiene Urbana,Se solicita limpieza para vegetación en mazone del 0 al 100. 
Alumbrado,no anda ninguna ni la alta ni la baja y el poste de al lado tampoco esta hace bastante 
Arbolado Urbano,INFORME TECNICO ROMINA 238/1/25: CASCO. Retiro de cepa. Dejar plantera 1.6x1.6m
Alumbrado,"Vecino solicita colocación de bracito en en la columna de alumbrado, manifiesta que colocaron un poste nuevo, pero que no le pusieron el bracito que alumbra hacia la vereda.N°3-3-70 De columna. Dirección de la columna: Soldado de Malvinas 1841"
Alumbrado,La vecina nos comenta que es la misma que cambiaron y no duro ni 1 mes.
Arbolado Urbano,el arbol del vecino se esta cayendo sobre su propiedad y en cada tormenta un poco mas 
Arbolado Urbano,vecino pide extraccion de tocon 
Higiene Urbana,hojas acumuladas que tapan desagues
Arbolado Urbano,"vereda completamente destruida, con mucha circulación de personas. PRIORIDAD."
Higiene Urbana,VECINO QUE LLAMA POR CONTENEDOR QUE FALTA EN LA DIRECCION MADRESELVA 1233 VILLA ADELINA ENTRE JOAQUIN V GONZALEZ Y BOEDO.
Arbolado Urbano,"Hola vinieron a retirar un árbol qué ya estaba aprobada ka remoción y una vecina me dijo que no lo realizaron porque había autos...y yo pregunto por que no cierran y ponen carteles primero para que no haya autos estacionados...increíble que todavía estemos esperando
info gianna 30/1_:Asignado para extraccion con el incidente 7288345"
Higiene Urbana,la vecina solicita  que repongan los contenedores en su cuadra porque ella es muy mayor y tiene que caminar dos cuadras y tiene miedo pro la inseguridad que hay en su zona 
Alumbrado,la vecina comenta que debido a las seguidas malas experiencias delictivas en su zona tengan a bien reparar y despoblar las luminarias 
CLIBA (Higiene Urbana),"Vecino solicita recolección domiciliaria, informa que el camión pasa pero no levanta las basuras de los canasto de su cuadra, ni de su domicilio. Dirección: Martin Rodríguez 931"
Arbolado Urbano,"Vecina, extraer un árbol urgentemente, las raíces de este le rompieron la vereda. Le podaron unas ramas, pero ella quiere que lo saquen y le refaccionen la vereda."
Obras Públicas,"acumulación de agua y hay ,muchos mosquitos"
Arbolado Urbano,"4/4/25:El ejemplar fue relevado y el equipo técnico de la Dirección General de Arbolado determinó que la intervención será incluida en el Plan Integral. Las tareas de poda invernal se retomarán alrededor de mayo de 2025, cuando lo permita el estado fisiológico de los árboles. Hasta entonces se seguirá poniendo el foco sobre los árboles con ramas quebradas o secas, la liberación de luminarias y las podas de carácter urgente."
Alumbrado,Hace mas de 2 meses que estan sin luz!!! y en la ultima lluvia las lamparas hacian chispasos
Obras Públicas,"En obra, de Repavimentación, han tomado por demás, parte del cordón en la ochava, entre Gral. Paz (201) y Laprida al 300, dejando tambaleando una planta palmera, destruyendo sus raíces a la intemperie. Una tapa de boca de Bomberos también levantada y rota!. 
Espero y solicito que la arreglen lo antes y mejor posible!. 
porque en Año Nuevo, esa boca de Bomberos lo hemos utilizado para apagar un incendio en la vía pública, un auto se incendió. 
Gracias!!!!. 
Por el trabajo que debían haber hecho otros funcionarios anteriores y no lo hacían."
Alumbrado,hace más de una semana que la avenida Marquez no tiene iluminación entre Santa Fe y Fleming.
Alumbrado,ILUMINARIA ENCENDIDA 2 MESES DIRECCION SAN ISIDRO LABRADOR 984 POSTE 11316  MARTINEZ
Alumbrado,Luz prendida de día hace 5 días
CLIBA (Higiene Urbana),"Mansilla 2446, PEDIDO DE RETIRO DE PODA. PRIORIDAD, ES GRAN CANTIDAD"
Alumbrado,Luminaria no funciona en Sebastián Elcano 438.
CLIBA (Higiene Urbana),Los recolectores no pasan por Salguero al 700.
CLIBA (Higiene Urbana),Levantar poda en Sarmiento 361.-
Arbolado Urbano,"La raíz del árbol levantó la vereda y está obstruyendo la apertura de la puerta y desvía la guía del portón de acceso a mi vivienda. A pocos metros de donde está más levantad a la vereda se encuentran los caños de gas y agua.
INFORME TECNICO 13/3/25: Limpieza, Refaldeo,Balanceo de copa y eliminacion de inteferencia en propiedad"
Higiene Urbana,pide por favor presencia de barrido
Obras Públicas,"SEGÚN EVENTO SGE NÚMERO 1.014.552, SIENDO LAS 12:27 HORAS, SE COMUNICA MEDIANTE LA LÍNEA DE EMERGENCIAS OPERADORA DE CALL CENTER DE NOMBRE NOELIA, REFIRIENDO QUE SE COMUNICA VECINA PARA INFORMAR QUE EN LA ARTERIA ANDRÉS ROLÓN 1745, DE LA LOCALIDAD DE BÉCCAR, HACE TIEMPO ATRÁS UNOS MASCULINOS ROMPEN LA VEREDA Y SACAN CABLES, ACLARANDO QUE DEJARON POZOS CON RIESGO A TERCEROS SIN APORTAR MÁS DETALLES. SE DESPLAZÓ EL AGENTE LÓPEZ EMILIANO DE PROTECCIÓN CIVIL, QUIEN A SU ARRIBO INFORMÓ POSITIVO POZO EN LA VEREDA. SE TRATA DE UN MANTENIMIENTO QUE HABRÍA REALIZADO ALGUNA EMPRESA EN LA VEREDA, CEDIENDO EL RELLENO DE TIERRA. ADJUNTA FOTOGRAFÍAS DEL INCIDENTE. INFORMA OPERADORA: AGUINALDO ROCÍO, LEGAJO 75.344."
Alumbrado,"VECINA REFIERE QUE LUMINARIA PRENDE UN DÍA Y PASAN VARIOS DÍAS QUE NO PRENDE HASTA QUE VUELVE A APRENDER NUEVAMENTE. REFIERE QUE LA LUMINARIA ESTA TORCIDA Y EL BRAZO DE LA MISMA ESTA SUELTA, SE LE SALIO UN TORNILLO. "
Alumbrado,No funciona la luminaria enfrente de Estrada 1130.
CLIBA (Higiene Urbana),"Favor de retirar la basura acumulada entre ramas que dejo los empleados municipales encargados del mantenimiento del arroyo Alto Perú, escombros y basura varia. Estamos infestados de ratas y eso colabora. Seria bueno que el Municipio colocara carteles de PROHIBIDO ARROJAR BASURA. Muchas gracias."
Arbolado Urbano,Informe tecnico Gianna 31/1/25: Extraccion del arbol seco
Arbolado Urbano,DESPEJE DE LUMINARIA  328150  EN PRESBITERO MARQUEZ 155 ENTRE MANSILLA Y PIÑEIRO
CLIBA (Higiene Urbana),Recolección de escombros
Higiene Urbana,"Vecino reclama falta de barrido, informa que la cuadra se encuentra muy sucia , y que el barrendero no estaría pasando."
Alumbrado,buenas tardes aparentemente estaria la lampara quemada hace varios dias.- muchas gracias
Obras Públicas,"Área de Obras Públicas.

Le envío imágenes para que pueda ver el anegamiento por lluvia de la intersección entre las calles Gervasio de Posadas e Intendente Becco. Esto ocasiona la inundación de los cruces peatonales por la imposibilidad de la absorción del suelo de filtrar el agua de lluvia. Se solicita se analice y considere el pedido de colocación de boca de tormenta pluvial sobre la calle Gervasio de Posadas, para la mejor absorción de la calzada posibilitando el tránsito/ circulación de peatones y de vehículos. Este nuevo reporte está asociado al reclamo N° 7393670 del área de Obras Públicas de fecha 27/11/2024 por “acumulación de aguas”.

Las imágenes de fecha 19-01-2025 y hora de inicio de la lluvia 07:31:07 hrs. muestran como en un corto periodo de tiempo la intersección queda completamente inundada hasta la altura del cordón. Las secuencias de la imagen uno (1) comienza sin haberse iniciado la lluvia a las 06:44:36 hrs., casi 48’ minutos más tarde a las 07:31:07 hrs. comienza la lluvia acumulándose agua en los cordones; pasados 5’ minutos aprox. a las 07:36:41 hrs. los cordones están llenos de agua; pasados casi 3’ minutos más entre las 07:39:09 y 07:39:38 hrs. la senda/ cruce peatonal queda cubierta de agua, y luego de 12’ minutos se ve pasar un vehículo salpicando el agua de la calle totalmente inundada y la senda/ cruce peatonal completamente bajo el agua. 
En la imagen dos (2) se puede ver con mayor cercanía y nitidez la altura alcanzada por el agua de lluvia a la hora de 07:50 am.

Quedo expectante a que sea atendido el hecho reportado. Muchas gracias. Saludos Atentamente.

ADJUNTO:

* Imagen 1 de fecha 19-Ene-2025
* Imagen 2 de fecha 19-Ene-2025

Dirección del lugar: Gervasio de Posadas e Intendente Becco, Béccar.

https://www.google.com.ar/maps/@-34.4638799,-58.5313945,3a,37.5y,154.91h,84.14t/data=!3m7!1e1!3m5!1sh8GIQE-5EReYON6kdtD0dw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D5.855871972401175%26panoid%3Dh8GIQE-5EReYON6kdtD0dw%26yaw%3D154.91160779858313!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Alumbrado,luminaria apagada (ambos focos)
CLIBA (Higiene Urbana),"vecina exige recoleccion de poda, fueron a podar un arbol y dejaron toda la vereda sucia."
Arbolado Urbano,vecina solicita un arbol aguaribay en la vereda de su casa porque pidio una poda y le podaron ese arbol y uno mas que no estaba pedido.
Obras Públicas,"Pte. Roca y Rivadavia, bajada de cordón destruida."
Alumbrado,ambos focos de luz totalmente apagados
Alumbrado,vecino reclama falta luz hace mas de 5 dias 
Alumbrado,No funciona la luz led del palo de la calle 
Alumbrado,sobre parana
Alumbrado,bajando el túnel
Alumbrado,"Hace días que la luz NO ENCIENDE Y ADEMÁS HACE UN MES QUE ROBARON LA LUZ DEL BRAZO, mí reclamo anterior de esa fecha sigue sin resolver, TANTO DEMORAN PARA REPONER UNA LUMINARIA???"
Obras Públicas,"Viga de sumidero roto

Desconozco como fue pero se rompió la estructura de cemento de la boca de tormenta. Por favor revisar. Adjunto fotos. urgente"
Alumbrado,luz quemada y brazo tambien
Higiene Urbana,nunca pasa el barrendero .
CLIBA (Higiene Urbana),hace varios años que el recolector no pasa por pasaje 950. había un contenedor en la esquina para 4 manzanas. Este contenedor fue retirado hace 2 semanas y este es el estado de la esquina de piedrabuena y pasaje 950. con el peligro que esto representa con las altas temperaturas. hace 2 semanas que vengo realizando reclamos sin respuestas. Son peor que el intendente anterior 
Alumbrado,vecina reclama luz apagada
Higiene Urbana,hace 2 semanas se llevaron el único contenedor que había para 4 manzanas. por el pasaje 950 la recolección domiciliaria no pasa hace varios años. Este es el estado de esa esquina con el peligro que significa para la salud con las altas temperaturas y el trabajo extra para los barrenderos qué todos los días tienen que juntar la basura. Es un desastre el abandono
Higiene Urbana,"los vecinos estamos cansados de no tener recolección y que encima hayan retirado el único contenedor que había para 4 manzanas.
"
Alumbrado,"REFIERE AL EVENTO SGE N° 1014747. SIENDO LAS 00:47 HORAS, EL MÓVIL DE LA PATRULLA MUNICIPAL N° 276 A CARGO DEL INSPECTOR VANLANKER LUIS, EN RECORRIDO POR LA ARTERIA BERNARDO DE IRIGOYEN Y CAZÓN DE LA LOCALIDAD DE BOULOGNE, VISUALIZA UN MICRO ESCOLAR EL CUAL SE ESTA INCENDIANDO. SOLICITA PERSONAL IDÓNEO. ACUDE DOTACIÓN DE BOMBEROS AL LUGAR Y PERSONAL DE DEFENSA CIVIL YA QUE EL FUEGO ALCANZO EL TENDIDO ELÉCTRICO. EL AGENTE DE DEFENSA CIVIL, SAMUDIO NICOLÁS REFIERE QUE EL FUEGO ALCANZO UN POSTE DE ALUMBRADO EL CUAL QUEDO COMPROMETIDO YA QUE ESTA LEVEMENTE QUEMADO. CATASTRAL BERNARDO DE IRIGOYEN 2054, BOULOGNE. SE ADJUNTA FOTOGRAFÍA. INFORMA OPERADORA FALCÓN BÁRBARA, LEGAJO 71864. "
Arbolado Urbano,Vecina denuncia que un árbol se acaba de caer y esta coratando la calle y aplastó un auto. Ya había realizado denuncias por el mismo arbol y nunca fueron. Jose Manuel Estrada 2228.
CLIBA (Higiene Urbana),Bolsón con Escombros sobre la vereda.
Obras Públicas,Bache en la calle YERBAL justo en refugio de colectivos
Obras Públicas,Hoya que encausa el agua al sumidero esta rota
CLIBA (Higiene Urbana),"Vecina solicita retiro de poda en Lagos 739 entre Tejedor y Santa Rita.  tiene una enredaderas y arboles que saco a la vereda , y obstaculiza el paso pide que si pueden ir hoy por favor "
Obras Públicas,"Tapa de sumidero deteriorada, ademán, la viga del sumidero esta en mal estado. esquina de plaza, colegio y jardin municipal."
Obras Públicas,FALTA TAPA DE SUM. en Martin Rodriguez 10
Obras Públicas,Falta viga de sumidero
Higiene Urbana,Vecinos informa la poca regularidad del personal de barrido en la calle MARTIN RODRIGUEZ entre Rolon y Godoy Cruz
Higiene Urbana,Vecinos informan la ausencia de barrendero hace dias.
Obras Públicas,"Pueyrredón y Paunero 
Hay un augero enorme con riesgo de accidentes"
Higiene Urbana,VECINO REFIERE QUE BARRIDO NO PASA POR LA ZONA DESDE FEBRERO. 
Arbolado Urbano,anoche cayo una rama muy grande de un alamo muy grande y hay varias por caerse 
Obras Públicas,"El vecino se comunica con Subdelegacion Martinez y dice "" que cuando llueve, la esquina de Corrientes y Azcuénaga se inunda por completo sobrepasando el nivel del cordón, de vereda  a vereda hasta la vereda de enfrente.
Demora varias horas en desagotar y en consecuencia se genera un lago lleno de basura y con olas, cada vez que pasan autos y el colectivo """
Arbolado Urbano,son 3 arboles muy grandes que necesitan poda 
Arbolado Urbano,"Necesito que retiren de mi vereda un tocón y un arbol seco, y que planten árboles para reemplazarlos. Como lo gestiono?"
Higiene Urbana,solicitan un contenedor mas
Higiene Urbana,"piden otro contenedor mas, el que no esta no da a basto"
Alumbrado,"vecino informa que las luces municipal prenden después de las 22hs , cuando las otras luminarias de las otras cuadras prenden antes "
CLIBA (Higiene Urbana),corrientes y azcuénaga retirar basura.  delegación Martínez
CLIBA (Higiene Urbana),"árbol caído, ya trozado, en manuel estrada 2228. se solicita urgente la almeja."
Arbolado Urbano,"Esta rama está lastimada y tiene riesgo de caerse sobre el pilar de la casa la vecina está muy asustada
info gianna 17/2: Ramas quebradas , sacar todo lo seco , balanceo de copa "
Arbolado Urbano,"la vecina solicita reparacion de vereda  , hundida por extraccion de raices "
CLIBA (Higiene Urbana),García mirou esquina Santiago Del Estero retiro de basura más palles de madera en Vereda  reiterado delegación Martínez. urgente.!!!!
Alumbrado,VECINA QUE RECLAMA POR FAROL SE PRENDE Y SE APAGA  WERNICKE 1704 VILLA ADELINA HACE 3 MESES.
Obras Públicas,La acumulación de la foto corresponde a la lluvia de la madrugada del día de la fecha 24/01/2025 y sucede cada vez que hay chaparrones.
Arbolado Urbano,"entraron a robar el día de ayer, se treparon por el árbol de lo alto que están los arboles. "
CLIBA (Higiene Urbana),Río de Janeiro esquina Santiago Del Estero retiro de escombro suelto en Vereda urgente delegación Martínez.
CLIBA (Higiene Urbana),retiro de mueble. delegación Martinez
Arbolado Urbano,"vecino pide extraccion de arbol en calle Felipes Julianes 259 acassuso
info caro 17/2: Ejemplar sano, no requiere poda ni extraccion."
Higiene Urbana,"Vecino reporta falta de barrido, hace ya una semana que no pasan por el pasaje. "
CLIBA (Higiene Urbana),Vecino reporta que no paso el camión de recolección domiciliaria tres días de la semana .
Arbolado Urbano,"arbol seco, Vecina pide extracción. Padre Castiglia 433 entre Yatay y Darragueira."
CLIBA (Higiene Urbana),Me dejaron tirado en la esquina dos pedazos de mármol o de piso no se porque no es mio y quisiera avisar para que los puedan retirar . Gracias 
Arbolado Urbano,"vecina pide reparación de vereda rota producto de  raices. Agrega que el árbol que rompió la vereda ya fue extraído  y en su lugar se coloco uno que se encuentra totalmente seco. en 2019 se anoto en el plan de reparación de veredas y no obtuvo respuestas, la vecina es jubilada con Abl al día pero no puede afrontar el gasto de reparacion."
Higiene Urbana,falta barrido en ambos lados. delegación Martínez
Higiene Urbana,falta barrido de mucho tiempo urgente delegación Martínez
Alumbrado,LA VECINA VIENE PIDIENDO QUE ARREGLEN LA LUMINARIA HACE RATO PERO NADIE VA AL LUGAR Y ENSIMA LO DAN COMO CUMPLIDO 
CLIBA (Higiene Urbana),Lima esquina Vélez sarfield retirar escombro suelto. delegación Martinez
CLIBA (Higiene Urbana),"bolsa para retirar, esta al pie de una escalera"
Alumbrado,encendida de día delegación Martínez.  reiterada.
Obras Públicas,bache de gran porte reiterado. talcahuano esquina Vélez Sarsfield.  delegación Martinez
Obras Públicas,"Hace años que 5 familias soportamos un charco súper ancho en el frente de nuestras casas. Toco comenzó cuando una de las vecinas logró que la Municipalidad construyera un terraplén en el frente de su casa, a partir de ese momento, el agua comenzó a estancarse en los frentes de nuestras casas; entiendo que logró esa solución porque trabajaba como arquitecta en la Municipalidad (qué suerte tuvo, ¿no?). Cada vecino hizo los reclamos formales en múltiples ocasiones sin tener respuesta. 
Sería oportuno que arreglen este problema, que lo enmarquen en la campaña de bacheo que están desarrollando.
Adjunto foto donde se ve la acumulación de agua, como así tb, foto en la que se ve el comprobante de uno de los reclamos que hice."
Higiene Urbana,"No pasa el barrendero hace 10dias.
hay un montículo de hojas que no permite que pase el agua"
Higiene Urbana,"VECINA INFORMA QUE EL CONTENEDOR SE ENCUENTRA CON BASURA DESPARRAMADA ALREDEDOR, SOLICITA PASE BARRIDO POR LA ZONA. "
Obras Públicas,Rampa deteriorada.
CLIBA (Higiene Urbana),MONTICULO DE ESCOMBROS EN EL LUGAR
Arbolado Urbano,"VECINO DONDE RECLAMA QUE EL ARBOL (FRESNO) DONDE LAS RAMAS SECAS DONDE PUEDEN CAERSE NESECITA QUE VENGAN A VERLO SARMIENTO 77 ENTRE ALBARELLOS Y AVENIDA SANTA FE MARTINEZ.
info gianna 13/2: eliminacion de interferencia en la propiedad, balanceo de copa  esta bastante inclinado, refaleo "
Higiene Urbana,falta barrido de mucho tiempo delegación Martínez
Arbolado Urbano,vecino pide que hagan el recorte y refacción de vereda ya que hace muchos años viene pidiendo. vecino totalmente enojado porque siempre le hacen el reclamo y no hacen nada 
Arbolado Urbano,"informado por la vecina, había dos árboles fueron removidos por la municipalidad delegación boulogne"
Higiene Urbana,olazabal esquina c gardel del lado del club de los medicos
Obras Públicas,Aysa hizo un arreglo hace un año y se está abriendo un agujero pero por debajo corre mucha agua
CLIBA (Higiene Urbana),Bulnes 351
Higiene Urbana,La basura de la calle se fue hacia la vereda.
Alumbrado,falta lámpara y tulipa
CLIBA (Higiene Urbana),retirar 2 heladeras. delegación Martínez
Alumbrado,Vecina informa que hace un mes no anda la luminaria. 
Arbolado Urbano,"Vecina se acercó a la Delegación informando, que el árbol que está en la vereda  lindera  a su domicilio, tiene una rama rota, colgando de gran tamaño. Manifiesta quees muy riesgoso a las personas que transitan por su vereda. Dirección: Guayaquil 1081. También se le dio aviso a defensa civil.

info romina 25/2   Poda: Limpieza, Aclareo y EIiminacion interferemcia em  lumininaria "
Higiene Urbana,Saavedra esquina Vélez sarfiel falta barrido boca de tormenta tapada completamente urgente. delegación Martínez
Obras Públicas,darragueira esquina castiglia
Alumbrado,esta vandalizada falta la lampara de la farola
Arbolado Urbano,Pedido de poda. Las ramas secas se deprenden y caen a altas velocidades.
Alumbrado,.muy inclinada peligroso
Alumbrado,"luminaria apagada sobre calle isabel la catolica 528, necesita urgente la reparacion de la misma."
Alumbrado,corresponde 857
Arbolado Urbano,"Se solicita poda por dos ejemplares para liberación de luminarias, cables, frente y techo, ya que tapan las canaletas, cortan cables de servicios. A su vez me comenta que uno de los ejemplares levanta la vereda que da a la entrada de garage. "
CLIBA (Higiene Urbana),VECINO INFORMA QUE EN LA PUERTA DE SU DOMICILIO HAY UN MONTICULO DE ESCOMBROS
Arbolado Urbano,"vereda rotas por raíces de arboles que se encuentran sobre vereda de Asamblea 289, y Medrano 2496. Las mismas se encuentran totalmente deterioradas, la gente mayor se tropieza producto de las roturas. "
Alumbrado,"SE QUEMO FOCO DE LUZ, NO SE VE NADA. "
Alumbrado,La vecina indica que la luminaria anda de manera intermitente y que de noche es muy peligroso
Arbolado Urbano,"corresponde bulnes 1195
30/4/25: El ejemplar fue relevado y el equipo técnico de la Dirección General de Arbolado determinó que la intervención será incluida en el Plan Integral. Las tareas de poda invernal se retomarán alrededor de mayo de 2025, cuando lo permita el estado fisiológico de los árboles. Hasta entonces se seguirá poniendo el foco sobre los árboles con ramas quebradas o secas, la liberación de luminarias y las podas de carácter urgente."
Alumbrado,Columna completa apagada.
Arbolado Urbano,"Se solicita recorte de raíces y refacción de vereda. Las raíces, le levantaron todo, ya se cayeron varias personas. Tiene un discapacitado en silla de ruedas que no puede transitar por la vereda. "
CLIBA (Higiene Urbana),Todos los dias hay basura tirada afuera del contenedor 
Higiene Urbana,esquina olazabal del lado de las vias
Higiene Urbana,Vecino manifiesto falta de recolección de ecosiduos.
Arbolado Urbano,"Vecino informa que debido a la tormenta, se quebró una grama de gran porte de su ejemplare que esta ubicado en su vereda y esta colgando. Informa que la rama esta apoyando en las rejas y pared de su domicilio, también manifiesta que la rama corto cables y dejo cables colgando en la vereda.  Dirección: Guayaquil 1089

info romina 25/2   Incidente repetido, asignada tarea en 6973545"
CLIBA (Higiene Urbana),retiro de escombro en bolsa delegación Martínez.
Alumbrado,	iluminaría que no funciona hace 1 mes Cosme Beccar 473 San isidro. 1-12-33 Cosme Beccar 469
CLIBA (Higiene Urbana),x 1 mt 
Higiene Urbana,"Vecina solicita limpieza de sumidero. Informa que el sumidero esta justo ubicado en la puerta de su domicilio. Manifiesta que sale mucho olor a cloaca que proviene del sumidero, informa que no se puede respirar  o abrir las ventanas de su casa. Dirección: Luis María Drago 2337. Entre Guayaquil y los ceibos"
Arbolado Urbano,INFORME ING. SENCIO 4/2/25: LIBERACION DE LUMINARIA Y BALANCEO
Arbolado Urbano,"VECINA REITERA RECLAMO DE LA DIRECCION LONARDI 3470 EL CUAL FIGURA EN SISTEMA COMO SOLUCIONADO POR EL ING SENCIO. #7514925
LA MISMA INFORMA QUE EL PINO Q TIENE EN LA ESQUINA DE SU CASA YA LE ROMPIO VARIAS VECES LA BOMBA DE LA PISCINA SE CAEN LAS RAMAS EN SU PATIO RESULTANDO ESO UN PELIGRO PARA LOS MENORES QUE HABITAN EN LA CASA"
Obras Públicas,"vecina molesta porque hay un pozo en la vereda en el cual se cayo, se encuentra en Acassuso frente al colegio de abogados en san isidro "
Obras Públicas,"vecina dice que en la cuadra de su domicilio la rivera entre  independencia y juramento, hay 3 pozo bastante grande. los autos esquivan los pozos pero al hacer maniobras para no pasar por el pozo se encima mucho a la gente cuando las personas quieren cruzar la calle. algún día puede ocasionar un accidente "
