areaServicioDescripcion,observaciones
Arbolado Urbano,"vecino informa que las raíces de su árbol entraron a su domicilio aparte del desastre que hizo con su vereda, pide un recorte  de raíces o una extracción de árbol, lo que crean mas conveniente  ( árbol muy añoso) "
Arbolado Urbano,"vecina pide que vallan a ver ya que hay una rama enorme que parece que se esta por caer encima de la casa (arbol platano) se encuentra sobre 33 orientales al 600, la rama con la tormenta le tocaba el techo de la casa, favor ir a reviisar, se carga nuevo reclamo ya que en el anterior no deja editar informacion. ibañez 2406 esquina 33 orientales "
Alumbrado,LUZ APAGA EN OBISPO TERRERO 1214 ENTRE ROLON Y NEUQUEN  SAN ISISDRO EN ESE POSTE HAY DOS LUCES DONDE NO FUNCIONAN LAS DOS 
Alumbrado,"Apagada todo el dia hace 1 semana, poste al frente de loria 2486"
Alumbrado,"Luminaria no funciona, no se sabe si es por la tormenta. La vecina comenta que están constantemente cambiando la luminaria. GUAYAQUIL 1043"
Alumbrado,VECINA QUE LLAMA POR LUCES  EN OBISPO TERRERO ESQUINA AVENIDA ROLON SAN ISIDRO.
Alumbrado,"No tomar en cuenta el reclamo 7977783, de Rioja 1719, no corresponde el domicilio, el correcto es Yerbal 1709.
No enciende luminaria superior.
Solicito recorte de ramas que entorpecen la correcta iluminación.
"
Higiene Urbana,"vecino pide cestos papeleros para el parque que esta en acceso norte y uruguay, hay un parque público que va mucha gente los fines de semana va un monton de gente y no hay limpieza."
Higiene Urbana,vecinos solicitan que coloquen un contenedor porque se junta mucha basura como se ve en la foto
Higiene Urbana,"Vecina, reclama que hace 2 meses no pasa el barrendero. desde Camino Real Morón hasta junin"
Arbolado Urbano,"vecina nos comunica que hay dos ramas colgando sobre los cables de luz

20/03/2025
El ejemplar fue relevado, el equipo técnico de la Dirección General de Arbolado lo analizó y determinó que la intervención será incluida en el Plan Integral. Las tareas de poda invernal se retomarán alrededor de mayo de 2025, cuando lo permita el estado fisiológico de los árboles. Hasta entonces se seguirá poniendo el foco sobre los árboles con ramas quebradas o secas, la liberación de luminarias y las podas de carácter urgente."
Higiene Urbana,VECINA QUE RECLAMA POR FAVOR SI PUEDEN ROTAR EL CONTENEDOR A  OTRO LUGAR DE LA PLAZA ESTA  EN CESPEDES 2900 ESQUINA DEAN FUNES.
Arbolado Urbano,La vecina solicita extraccion de ejemplar aduciendo que esta seco.
Arbolado Urbano,"vecino, solicita extracción de árbol, este levanta toda la vereda. Anteriormente dice que se presentaron en la municipalidad vieja, les dijeron que iban a ir y ya van años que no van. Se esta levantando el piso de su negocio, hay un pozo y esta rompiendo parte de lo que es el cordon."
Alumbrado,LUZ APAGADA DIRECCION DORREGO 2773 MARTINEZ HACE 2 MESES ESTA TODO OSCURO
Arbolado Urbano,ramas en la vereda
CLIBA (Higiene Urbana),vecina reclama que cliba no retira todas las bolsas de basura por las casas
CLIBA (Higiene Urbana),"Se solicita por favor limpieza frecuente de contenedor ubicado en la entrada al barrio PASAJE JARDIN, ubicado en VIRREY VERTIZ y GORRITI"
Arbolado Urbano,extraccion de emergencia.  ( COM )
Arbolado Urbano,"EXTRACCION DE EMERGENCIA.
infog gianna 13/2: extraccion de urgencia "
Arbolado Urbano,arbol muy viejo de tilo se estan cayendo las ramas en su casa y con la ultima tormenta se cayeron varias en la vereda 
Obras Públicas,"Realmente ya no tengo más comentarios para hacer al respecto, solamente revisen los reportes y vean las imágenes."
Alumbrado,LUZ APAGADA TOTALMENTE EN DIRECCION PADRE CASTGLIA 1984 ENTRE CAMPOS Y BAGNATI BOULOGNE POSTE 329-013
Arbolado Urbano,"SEGÚN REGISTRO SGE NÚMERO 1021729.EN EL DÍA DE LA FECHA, SIENDO LAS 10:08 HORAS, SE COMUNICÓ VECINA SEÑORA TINETTI GRACIELA, DOCUMENTO NACIONAL DE IDENTIDAD NÚMERO 10.823.232 CON NÚMERO DE CONTACTO 15-6373-4999, DOMICILIADO EN LA ARTERIA OBISPO TERRERO 1791, DE LA LOCALIDAD DE SAN ISIDRO, PARA DENUNCIAR QUE SOBRE LA ARTERIA CLEMENTE ONELLI Y OBISPO TERRERO, DE LA LOCALIDAD DE SAN ISIDRO, SE ENCUENTRA UN ÁRBOL DE GRAN PORTE DEL CUAL SUS RAMAS SE ENCUENTRAN CON RIESGO DE CAÍDA. SE ACLARA QUE LA FINCA SE UBICA EN TODO UNA MANZANA Y EL ÁRBOL ESTÁ UBICADO SOBRE CLEMENTE ONELLI 145. SE HIZO PRESENTE PERSONAL DE DEFENSA CIVIL, QUIEN A SU ARRIBO INFORMA QUE SE TRATA DE DOS RAMAS DE GRAN PORTE LAS CUALES CAYERON DENTRO DEL PREDIO PROVOCANDO DAÑOS EN EL CERCO ELÉCTRICO.SE ADJUNTAN FOTOGRAFIAS.INFORMA: OPERADORA:CAÑETE ROCIO,LEGAJO:67256
"
Obras Públicas,BACHE GIGANTE EN ALTO PERU 1460 BECCAR 
CLIBA (Higiene Urbana),felipe julianes 330
Higiene Urbana,pide que se saquen los contenedores y se fijen en otra parte de la cuadra. es una calle muy chica y se hace imposible pasar. 
Arbolado Urbano,solicita poda de una palmera dice que corre mucho peligro si cae una hoja sobre una persona
Arbolado Urbano,"El vecino informa de una rama seca que cuelga en el árbol y podría caerse sobre un cable que es de luz que pasa por debajo.

"
Higiene Urbana,reclama bbarrido en Martin Rodriguez e/ Av. de Mayo y Parana.
Arbolado Urbano,"7477852	11/12/2024 08:04	Arbolado Urbano	Recorte de raíces + refacción de vereda	AGL, José María Verduga 1326, Villa Adelina, San Isidro, Buenos Aires, Argentina	vecino informa que ya no tiene el árbol esta esperando hace bastante la refacción de vereda	Sin Asignar  no es asi , el informe esta ml , el vecino todavia tiene el arbol no le hicieron el raleo de raices y pide que por favor le reparen la vereda que esta deteriorada por las raices"
Arbolado Urbano,"Vecina reporta árbol ahuecado en la base. Teme que se caíga por estar en mal estado. El ejemplar se ubica en el limite catastral con vecino lindero.
INFO CARO 24/2  TAREA A REALIZAR
Extraccion de ejemplar con cavdad de base a corona. Estado critico"
Arbolado Urbano,pide liberación de luminaria. 
Arbolado Urbano,"Vecina manifiesta que su árbol, al costado de su casa, esta ahuecado, podrido. Cuando hay tormentas el árbol pareciera que se va a caer, tiene temor de que el árbol se caiga sobre un peatonal, sobre ella cuándo sube al auto o sobre el auto mismo. Pide extracción del árbol URGRNTE.
INFO CARO 24/2 extraccion con incidente 7979772"
Arbolado Urbano,Estimados: Se trata de una vivienda que no tiene servicio de edenor y en la vereda esta totalmente cubierta de plantas y arboles. No HAY VEREDA DIRECTAMENTE. A eso se le suma que dentro de la casa con la ultima tormenta se cayó un arbol hacia el vecino. Adjunto fotos del peligro que representa la oscuridad en la noche ya que se esconde gente entre los matorrales. Por favor solicito se pode y se libere esa vereda para seguridad de los vecinos. Saludos
Higiene Urbana,"Se acerca a la secretaria de Ambiente y Espacio Público una vecina la cual manifestó su preocupación por la falta de barrido en su cuadra, señalando que durante un tiempo considerable no contaron con la presencia de un barrendero. Sin embargo, en los últimos días se asignó personal para la limpieza de la zona.

A pesar de esta mejora, indicó que el trabajador enfrenta dificultades para realizar su tarea debido a la gran cantidad de vehículos estacionados en el lugar, lo que impide una limpieza adecuada. En este sentido, solicita que se mantenga la regularidad del servicio de barrido y que se incorpore el uso de una sopladora de hojas para garantizar una limpieza adecuada."
Arbolado Urbano,"el árbol esta MUY INCLINADO, es muy peligroso. El vecino solicita que lo poden, y/o que lo saquen y coloquen otro.
INFORME TECNICO 14/3/25: eliminacion de interferencia en  propeidad con balanceo de copa"
Alumbrado,"luminaria apagada es enfrente de esta direccion, no tenemos nuemero , adjunto foto, hay una luminaria que está apagada y no anda y no sabemos si es municipal o del vecino, si se puede arreglar la vecina lo solicita , adjuntmos foto"
Arbolado Urbano,CASUARINAS PODAR POR FAVOR!!!!!!!
Arbolado Urbano,"VECINO INFORMA QUE EN EL LUGAR SE ENCUENTRA UN ARBOL EL CUAL LAS RAICES LEVANTARON VEREDA, LA MISMA SE ENCUENTRA EN ESTADO DETERIORADO. RECLAMA DESDE AÑO 2022 EXPEDIENTE NRO 11048
"
Alumbrado,las dos luces intermitentes
Arbolado Urbano,"Se solicita extraer un árbol, las raíces levantaron la vereda. "
Arbolado Urbano,"arbol levantando vereda, pide que se retire."
CLIBA (Higiene Urbana),"la vecina ADRIANA MOLTENI desde el mes de diciembre tiene entre su propiededad y la del vecino un monticulo de basura , que cuando pasa el camion de la mañana sigue de largo como si no estuviera. 
Le pido ´por favor que hagan la recoleccion
darragueria entre 14 de julio y sarratea
Gracias"
Alumbrado,"Vecina refiere que luminaria no funciona y que está cortado el cable, está todo oscuro. Solicita que la arreglen con urgencia"
Arbolado Urbano,"Dos ramas quebradas por caer. La poda del arbol de mi casa no fue suficiente, quedaron en pasar con una grua y no vinieron. Antartida Ard 2252

20/03/2025
El ejemplar fue relevado, el equipo técnico de la Dirección General de Arbolado lo analizó y determinó que la intervención será incluida en el Plan Integral. Las tareas de poda invernal se retomarán alrededor de mayo de 2025, cuando lo permita el estado fisiológico de los árboles. Hasta entonces se seguirá poniendo el foco sobre los árboles con ramas quebradas o secas, la liberación de luminarias y las podas de carácter urgente."
CLIBA (Higiene Urbana),vecina pide que limpien el contenedor y sus alrededores porque siempre esta rebalsado de basura 
Arbolado Urbano,solicita la poda de un árbol sauce se encuentra muy alto
Arbolado Urbano,"está tapando la entrada de su casa, sigue ahí. "
Alumbrado,se apago el dia de la tormenta y nuca mas encendio
CLIBA (Higiene Urbana),Vecina podo las enredadera y pidió recolección de poda 
Arbolado Urbano,"La vecina Elsa Forero solicita el recorte de raíces del árbol ubicado en su vereda  verduga 1780, la misma se adentro por de bajo de su casa y se introdujo en sus cañerías y levantó sus pisos."
Arbolado Urbano,"le está levantando toda la vereda, en cualquier momento le levantan dentro de su casa."
CLIBA (Higiene Urbana),Vecina refiere que en la esquina de su domicilio hay escombros para retirar.
Arbolado Urbano,"corrientes 1790 entre asuncion y la paz  ,martinez "
CLIBA (Higiene Urbana),Vecino pido recolección de poda 
CLIBA (Higiene Urbana),Vecina refiere que tiene bolsón de escombros para retirar en la vía pública.
CLIBA (Higiene Urbana),Vecina refiere que tieen recolección de poda para retirar.
Arbolado Urbano,Reparacion de vereda ya que sacaron el arbol
Arbolado Urbano,"ARBOL MUY INCLINADO, CON RIESGO DE CAIDA POR SU GRADO DE INCLINACION Y POR RAMAS SECAS, SE PIDE INSPECCIONAR URGENTE, 
"
Arbolado Urbano,"Buen día , una vez más como desde hace muchos años solicito poda de este árbol. asi mismo revisar las raíces, pues se ve en la foto , está rompiendo la vereda y ahí está la línea de gas Naturgy, puede ser peligroso, genera rotura del caño troncal de gas, aparte los días de viento se mueve mucho.
saludos"
Arbolado Urbano,Extracción de árbol seco
Arbolado Urbano,"Vecina reporta rama quebrada de gran porte (15 cm de diámetro) colgando apoyada sobre cables. el árbol se ubica en Necochea 1321, cruza de vereda a vereda."
Arbolado Urbano,la sra solicita recorte de raices y liberación de domicilio también la vereda toda rota
Alumbrado,LUMINARIA APAGADA HACE MUCHO TIEMPO FRENTE A MONROE 1780
CLIBA (Higiene Urbana),Pide que retiren 2 bolsas de escombros 
Higiene Urbana,informa que vecino tira toda la basura en la esquina y tira agua con aceite de auto y barro
Higiene Urbana,hace mas de 20 dias que no tienen barrendero en la cuadra 
Arbolado Urbano,"liquidambar.  rr y rv
info caro 14/2: recorte de raices y reparacion de vereda completa de baldosas"
CLIBA (Higiene Urbana),No estan recogiendo poda ni escombros ni basura
CLIBA (Higiene Urbana),No estan recogiendo escombros
Obras Públicas,Bache y acumulación de agua en el cruce de calles
Alumbrado,vecina pide cambio de luz quemada en iluminaria en 2420 Carlos Tejedor
Arbolado Urbano,para plantar en pasaje de gamma
CLIBA (Higiene Urbana),Vecina reclama por falta de recolección en su cuadra.
Alumbrado,"LUMINARIA APAGADA EN CARLOS CALVO 3855 , ES LA QUINTA DESDE BLANCO ENCALADA SOBRE CARLOS CALVO.
#7880151, REITERACION"
Higiene Urbana,barrido que no pasa hace mas de un mes
Arbolado Urbano,"rama colgando sobre cables.

20/03/2025
El ejemplar fue relevado, el equipo técnico de la Dirección General de Arbolado lo analizó y determinó que la intervención será incluida en el Plan Integral. Las tareas de poda invernal se retomarán alrededor de mayo de 2025, cuando lo permita el estado fisiológico de los árboles. Hasta entonces se seguirá poniendo el foco sobre los árboles con ramas quebradas o secas, la liberación de luminarias y las podas de carácter urgente."
Alumbrado,Luces Apagadas sobre Liniers Apagadas 117-104 y 117-105.
Arbolado Urbano,Hay un tronco muy grande colgado de las ramas de otro árbol con posibilidad de desengancharse y caer
Arbolado Urbano,"vecina informa que el arbol está increíblemente inclinado, que en cualquier momento se cae. "
Arbolado Urbano,"tiene ramas colgando de los cables
INFORME TECNICO 18/3/25:limpieza, aclareo, bALANCEO DE COPA y eLIMINACION DE INTERFERENCIA EN propiedad"
Alumbrado,VECINO REFIERE QUE LUMINARIA NO FUNCIONA HACE UNA SEMANA
Obras Públicas,Dos baches tamaño mediano en el medio de la calle
Arbolado Urbano,Uruguay esquina Sta Rita (rama quebrada).
CLIBA (Higiene Urbana),Vecina pide recolección de poda que esta hace dos semanas en el lugar 2499 Carlos Tejedor
Arbolado Urbano,VECINA INFORMA QUE LINDERO AL ARBOL QUE SE ENCUENTRA EN SU VEREDA HAY UN POSTE DE SERVICIO INCLINADO. PERSONAL MUNICIPAL SE ACERCO A RETIRAR EL POSTE Y NO PUDIERON DEBIDO AL ARBOL. SOLICITA EXTRACCION DEL MISMO. 
Arbolado Urbano,"SEGUN REGISTRO SGE NUMERO 1021765. SIENDO LAS 12:26 HORAS, SE COMUNICA A LA LINEA DE EMERGENCIAS SEÑOR VECINO GUSTAVO CON TELEFONO DE CONTACTO NUMERO 15-3192-6784 INFORMANDO QUE EN LA ARTERIA MONSEÑOR LARUMBE 3151 EN LA LOCALIDAD DE MARTINEZ VISUALIZA EN LA PUERTA DE UN EDIFICIO UN ARBOL OSCILANDO. AL ARRIBO DE PROTECCION CIVIL INFORMA QUE SE TRATA DE DOS ARBOLES, UNO SECO PARA SU RETIRO Y EL OTRO ESTA REMOVIDO EN SU BASE, INCLINADO HACIA LA FINCA. SE ADJUNTA FOTOGRAFIA. INFORMA OPERADORA MOSCA LAURA: LEGAJO 66.855"
Arbolado Urbano,Tronco de palmera seca para completa extracción
Arbolado Urbano,"SEGÚN REGISTRO SGE NÚMERO 1021774,SIENDO LAS 12:51 HORAS,EL AGENTE FIGUEREDO SAMUEL DE PROTECCIÓN CIVIL, EN RECORRIDO POR LA ARTERIA PERITO MORENO 1600,DE LA LOCALIDAD DE VILLA ADELINA,DIVISA UNA RAMA DE GRAN PORTE UBICADA FRENTE A LA PARADA.SOLITA INTERVENCIÓN.SE ADJUNTAN FOTOGRAFIAS.INFORMA:OPERADORA:CAÑETE ROCIO,LEGAJO:67256"
Arbolado Urbano,"Árbol seco inclinado 
info gianna 26/2  extraer esta seco "
Higiene Urbana,"Vecina manifiesta que falta barrido. 
Marta Pinilla -Pago Largo 2750-
cel: 11 4039-5316"
CLIBA (Higiene Urbana),RECOLECCION DE BOLSAS DE ESCOMBROS DIRECCION PUERTO RICO 2493 MARTINEZ
Alumbrado,Ambas luminarias (alta y baja) No funcionan.
Alumbrado,"Luminaria Apagada.- 
Emma Cabello -El Zorzal 2807-
cel: 11 5822-7574"
Arbolado Urbano,"Los álamos y el ficus tienen ramas muy altas y cargadas. Durante la última tormenta se cayeron las ramas de la segunda foto en la terraza, por suerte ni hubo daños mayores"
Obras Públicas,"Buen dia, como estas? hablando con una vecina, me comento que podia pedir a la municipalidad para que me hagan la vereda, ya que aproximadamente un año vinieron los de edenor o aysa no me acuerdo y rompieron todo y no lo dejaron en lindas condiciones, al menos no mi vereda, hasta en vez de reponer las baldosas que rompieron me las dibujaron ,, pusieron el cemento y armaron los cuadrados a mano jaja y tambien hay como escalones sobresaliendo que se ve que es de los viejos tachos de basura y la semana pasada se cayo un señor , esto no es sobre mi vereda pero esta al lado y es peligroso mas que nada para la gente mayor porque no se ven. 
Muchas gracias. Saludos"
Arbolado Urbano,Pedido de extracción vereda rota por raices
Obras Públicas,bache en la vereda 
Alumbrado,Vecino informa que desde el martes 11/02 la luminaria no funciona
Arbolado Urbano,Vecino solicita el despeje de luminaria 
CLIBA (Higiene Urbana),"Vecino pide que retire o se mueva el volquete que se encuentra en la esquina Cardenal Copello y O Higgins, expresa que está hace años y solo trae mugre. También pide que se realice la limpieza correspondiente."
Arbolado Urbano,tocon para extraccion 
CLIBA (Higiene Urbana),"Vecina solicita que vayan a recolectar las ramas que quedaron en su vereda, y en el frente de su domicilio informa que es bastante cantidad debido a que la tormenta que hubo el dia 11/02/25 se descalzó de raíz el árbol por y cayo sobre la vereda. Informa la vecina que fue una cuadrilla municipal, trozo todas las ramas, pero todavía no las reiteraron. Dirección:El Indio 61"
Alumbrado,vecina pide cambio de luz de iluminaria quemada Warnes 99
Alumbrado,columna con base podrida.
Alumbrado,Se solicita retiro de columna ya que la misma quedo dentro de vivienda vecinal.
Arbolado Urbano,rama colgando sobre cables
Arbolado Urbano,rama de gran porte quebrada.
Alumbrado,Vecina pide cambio de luz de iluminaria quemada 1225 Piñero
CLIBA (Higiene Urbana),Solicita 5 bolsas de escombro 
Obras Públicas,Varios pequeños baches sobre la misma cuadra
Alumbrado,Vecina solicita reparación de luminaria manifiesta que está apagada por completo hace más de 1 mes aproximadamente. Dirección de la columna: wilde 1402 N° 3-13-328
Alumbrado,vandalizada toda la cuadra
Arbolado Urbano,SEÑOR LANUS YO LE PEDI HACE CASI UN AÑO QUE SAQUEN EL FICUS DE LA CALLE COSME ARGERICH 391 YA QUE LA VECINA SE NIEGA A SACARLO Y ME ESTA TOCANDO LAS TEJAS DE LA PLANTA ALTA Y LA CASILLA DEL GAS ESTA DESPLASADA X FAVOR MANDE ESPACIO PUBLICO SE LO PIDO X FAVOR ESTOY OPERADA DE CADERA Y SOY JUBILADA DE LA MINIMA Y NO TENGO PLATA PARA HACERLO PRIVADO Y APARTE LA VECINA SE NIEGA Y ESTA PROHIBIDO FICUS EN LA VEREDA MANDE ESPACIO PUBLICO X FAVOR 
Arbolado Urbano,vecina informa que quiere que saquen el arbol ya que le rompio toda la vereda y los acaños de agua y hace mas de 6 años viene reclamando
Obras Públicas,"Alcantarilla tapada, hay suciedad en ambas esquinas. Esquina Don Bosco y Maestro Silva."
Arbolado Urbano,Vecina pide pedido de poda en su casa P. Acevedo 4065
Alumbrado,poste de luz sin funcionar e inclinado
Alumbrado,"Vecina solicita reparación de luminaria, manifiesta que está apagada por completo, aproximadamente hace 1 semana. Dirección de la columna : Rioja 1664 N° 3-7-175 de columna"
Alumbrado,luminaria apagada muchos robos
CLIBA (Higiene Urbana),"Buenas tardes solicito que  por favor vengan a limpiar el tacho la verdad cansada de reclamar para que vengan siendo que ni los barrenderos andan quisiera saber el motivo, y saber si ya decidieron sacar el tacho que causa tantos problemas Ivan de cliba dijo que ya paso el reclamo gracias"
Alumbrado,"Luminaria apagada total, muy inseguro por la noche."
Arbolado Urbano,palo borracho muy inclinado peligro de caída
Arbolado Urbano,tapa de aysa muy cerca
Arbolado Urbano,"VECINA QUE RECLAMA POR ARBOLES QUE ESTA EN LA CALLE AZCUENAGA 2791 MARTINEZ DONDE ESTAN EN OBRA Y TUVIERON QUE SACAR LOS POR REFORMAS SI BIEN LE DIERON EL PERMISO 10270 PERO EL RECLAMO ES POR LAS RAICES

INFO CARO 21/2 Extraccion de dos arboles por obra, quedo un pino en la esquina de Azcuenaga y Pueyrredon. No requiere intervencion, se encuentra un poco inclinado"
Alumbrado,Vecina refiere que el árbol de su domicilio tapa toda la luminaria. Solicita liberación de la misma.
Obras Públicas,la calle habana entre parana y pueyrredon se esta abriendo la calle 
Arbolado Urbano,"Vecino solicita poda en altura de su ejemplar, manifiesta que el arbol esta muy crecido y también informa que en la última tormenta fecha 11/02/2025. De su ejemplar se quebraron varias ramas de gran porte que incluso quedaron colgando de los cables de alta tensión. Por este motivo solicita urgente la inspección y la poda de su ejemplar. Dirección : Perito Moreno 1620"
CLIBA (Higiene Urbana),"Vecina pide que se manden barrenderos a Pedro de Mendoza y 33 Orientales, menciona que hace dos meses que no los ven y esta lleno de basura, ramas y hojas,"
Arbolado Urbano,corte de ramas de 3 arboles jacaranda en edison y puerto rico.
CLIBA (Higiene Urbana),"Vecino solicita que vayan q recolectar ramas de gran porte, manifiesta que se cayeron de los árboles el dia de la tormenta, fecha 11/02/2025. Dirección: Juramento 1283. Esquina Perito Moreno"
Higiene Urbana,esquina Carlos gardel centro deportivo de los medicos
CLIBA (Higiene Urbana),retiro de bolson de escombreos
CLIBA (Higiene Urbana),repetto esquina bulnes
Obras Públicas,"Vecina reclama que la municipalidad le dejo a la madre la vereda rota, expresa que desde hace meses esta en la misma situacion."
Higiene Urbana,repetto entre castiglia e irigoyen vereda maxiconsumo
Obras Públicas,Bache mediano en cruce de calles
Arbolado Urbano,",vivo en Diego Palma 167, en el 163,
Han hecho un arreglo de aysa,para lo que cortaron mucho las raices del arbol,dicho sea de paso,el mas alto de la cuadra,al primer viento fuerte creo hay peligro de que se caiga,y caeria justo sobre mi entrada de auto,o sea sobre el auto.......xfavor,podes mandar a alguien que lo saque"
Arbolado Urbano,Vecina refiere que tiene rota la vereda y solicita que la arreglen.
Alumbrado,se robaron las luces de vereda de 4 postes de la cuadra de junin 526
CLIBA (Higiene Urbana),alcorta y lainez
Arbolado Urbano,pedido de poda ya que el arbol se partio a la mitad y nesecitan que lo recorten
CLIBA (Higiene Urbana),marin esquina alcorta.
CLIBA (Higiene Urbana),esquina ipiranga
Arbolado Urbano,Vecina solicita recorte de raices y refaccion de vereda 
Arbolado Urbano,arbol caido
Obras Públicas,tirogal esquina nuestras malvinas esquina arsenal
Alumbrado,urgente columna por carece picada en la base
Arbolado Urbano,"vereda levantada por las raíces de los arboles
"
CLIBA (Higiene Urbana),montes de oca esquina matheu
CLIBA (Higiene Urbana),lagos 1573
Higiene Urbana,toda la cuadra montes de oca 1100 y al 1000 tambien
CLIBA (Higiene Urbana),tiradentes esquina tirigal
Arbolado Urbano,"REFERENTE AL EVENTO SGE N.°1.021.806. SIENDO LAS 14:41 HORAS, SUPERVISOR ROMERO DAVID DE TRANSITO INFORMA QUE EN LA ARTERIA BLANCO ENCALADA Y LAPRIDA DE LA LOCALIDAD SAN ISIDRO HAY UNA RAMA COLGANDO SOSTENIDA DE CABLES CORTANDO LA CALZADA. SE COMUNICA EL AGENTE LOPEZ EMILIANO DE PROTECCION CIVIL QUIEN INFORMA QUE SE TRATA DE UNA RAMA DE MEDIANO PORTE QUE ESTA COLGANDO SOBRE CABLES, POR LO QUE LOGRO RETIRARLA Y DEJARLA SOBRE LA VEREDA. SE ADJUNTAN FOTOGRAFÍAS. OPERADORA ALBRECHT LUCILA, LEGAJO 71.042"
CLIBA (Higiene Urbana),corresponde 1226
CLIBA (Higiene Urbana),lainez esquina ipiranga
Arbolado Urbano,"REFERENTE AL EVENTO SGE N.°1.021.809. SIENDO LAS 14:41 HORAS, SE COMUNICA A LA LINEA DE EMERGENCIAS VECINO DE NOMBRE GASTON CON NÚMERO DE CONTACTO 15-5220-4352 DENUNCIANDO QUE EN LA ARTERIA AVENIDA DEL LIBERTADOR 12983 Y PIROVANO DE LA LOCALIDAD DE ACASSUSO HAY UNA RAMA QUEBRADA EN ALTURA SOSTENIDA POR TENDIDO ELÉCTRICO. EL DÍA LUNES 10 DEL CORRIENTES MES SE DESPLAZÓ EL AGENTE GUIÑAZU GASTÓN DE PROTECCION CIVIL INFORMANDO QUE SE TRATA DE UNA RAMA DE MEDIANO PORTE QUEBRADA EN ALTURA Y ENGANCHADA EN EL TENDIDO ELÉCTRICO. SE ADJUNTAN FOTOGRAFÍAS. OPERADORA ALBRECHT LUCILA, LEGAJO 71.042"
Alumbrado,"REFERENTE AL EVENTO SGE N.°1.021.818. SIENDO LAS 15:17 HORAS, SE COMUNICA A LA LINEA DE EMERGENCIAS VECINA DE NOMBRE FERNANDA CON NÚMERO DE CONTACTO 4743-2222 INFORMANDO QUE EN LA ARTERIA AVENIDA DEL LIBERTADOR Y ROQUE SAENZ PEÑA DE LA LOCALIDAD ACASSUSO HAY UN CAÑO EXPUESTO DE UNA PARADA DE TRANSPORTE PUBLICO. SE DESPLAZÓ PERSONAL DE PROTECCIÓN CIVIL INFORMANDO QUE SE TRATA UN CAÑO CON UN CABLE POR DENTRO DE UNA COLUMNA DE ALUMBRADO, POR LO QUE PROCEDIERON ADJUNTARLO CON CINTA A LA COLUMNA DE ALUMBRADO. SE ADJUNTAN FOTOGRAFÍAS. OPERADORA ALBRECHT LUCILA, LEGAJO 71.042"
Arbolado Urbano,"REFERENTE AL EVENTO SGE N.°1.021.812 HORAS, SE COMUNICA PERSONAL DEL CALL CENTER INFORMANDO QUE EN LA ARTERIA PARANA 609 DE LA LOCALIDAD DE MARTÍNEZ HAY UNA RAMA COLGANDO EN ALTURA CON RIESGO DE CAÍDA. SE DESPLAZÓ EL INSPECTOR ALTAMIRANO JORGE A CARGO DEL MÓVIL DE LA PATRULLA MUNICIPAL NÚMERO 392 QUIEN A SU ARRIBO CONSTATÓ POSITIVO RAMA EN EL CABLEADO. SE ADJUNTAN FOTOGRAFÍA. OPERADORA ALBRECHT, LUCILA LEGAJO 71.042"
Arbolado Urbano,vecina esta edficando su casa pero tiene un arbol en su vereda que le trae problemas a la hora de hacer esto mismo.
Arbolado Urbano,"REFERENTE AL EVENTO SGE N.°1.021.845. SIENDO LAS 14:37 HORAS, SE COMUNICA A LA LINEA DE EMERGENCIAS VECINA DE NOMBRE AILEN CON NÚMERO DE CONTACTO 15-3123-8022 INFORMANDO QUE EN LA ARTERIA  MEXICO 1731 DE LA LOCALIDAD DE MARTÍNEZ HAY RAMAS CAÍDAS POR EL TEMPORAL. SE DESPLAZÓ EL INSPECTOR FRANCESE FRANCO A CARGO DEL MÓVIL DE LA PATRULLA MUNICIPAL NÚMERO 386 QUIEN A SU ARRIBO CONSTATÓ POSITIVO RESTOS DE RAMA EN LUGAR. SE ADJUNTA FOTOGRAFÍA. OPERADORA ALBRECHT LUCILA, LEGAJO 71.042"
Arbolado Urbano,éste Árbol se desprendió rama y daño loza de vecino.
Alumbrado,LUZ TOTALMENTE APAGADA
Alumbrado,"NO FUNCIONA , LA CALLE ESTÁ TOTALMENTE OSCURA"
Arbolado Urbano,SOLICITUD DE PODA DE ARBOL SOBRE LA CALLE LAMBERTINI QUE ESTA SOBRE MI CASA Y LAS RAMAS TAPAN TODAS LAS CANALETAS
Alumbrado,Ambas luces apagadas a la noche
Arbolado Urbano,Paraíso con ramas muy grandes que invaden casa de frentista y vecinos
Alumbrado,La luz dejó de andar y la alarma vecinal que está en el mismo poste también 
Arbolado Urbano,Hay q sacar el arbol seco. Arreglar y o cambiar vereda y poste que se esta quebrando
Alumbrado,No puedo mandar imagen por estar todo oscuro 
Alumbrado,"Luz apagada, la cuadra oscura."
Alumbrado,Es Riobamba 51 pero no figura la opción 
Alumbrado,"DESDE EL 11 DE FEBRERO, EN OCASIÓN DE LA TORMENTA, DEJARON DE FUNCIONAR TODAS LAS LUMINARIAS (CALLE +VEREDAS) DE 2 CUADRAS DE LA CALLE DARDO ROCHA (ALTURA 200 Y 300) O SEA, ENTRE ITALIA Y SAENZ PEÑA. QUEDANDO AMBAS CUADRAS EN OSCURIDAD ABSOLUTA."
Arbolado Urbano,necesitamos que extraigan este arbol
CLIBA (Higiene Urbana),"Justo esquina de Avenida Centenario dejaron ese colchón está hace más de 5 días ahí, paso la tormenta y sigue. nadie se hace cargo. impide el paso , emana un olor asqueroso y es foco de insectos. por favor pido lo saquen del lugar. "
